slug,title,property_type,status,price,address_line,city_state,city,region,district,zone_type,payment_type,payment_terms,lat,lng,custom_fields
jasmine-street-davao-city,"Jasmine Street, Davao City",Land,published,12650000,"Jasmine Street, Montclair Highlands, Buhangin, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,BF; I; Cash,7.1091229,125.6065878,"{""internal_id"":""cmiu70f5u001quxa4xvmaxp4l"",""availability_raw"":""FS"",""system_status"":""active"",""links"":{""media"":""https://drive.google.com/drive/folders/1BTyTZ68FkmvkBUYVdWTSqYx-OeMA8Eti?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/groups/1252791732721074/posts/1304194630914117/""},""lot"":{""lot_area_sqm"":460,""terrain"":""F""}}"
daisy-street-davao-city,"Daisy Street, Davao City",Land,published,5600000,"Daisy Street, Montclair Highlands, Buhangin, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,BF; I; Cash,7.1092301,125.6083485,"{""internal_id"":""cmiu72egf001ruxa4d03clpc7"",""availability_raw"":""FS"",""system_status"":""active"",""links"":{""media"":""https://drive.google.com/drive/folders/1C-PS7Bz0bgXhU_WPZU3O6ZR_LNYuvFnG?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/groups/1252791732721074/posts/1304198027580444/""},""lot"":{""lot_area_sqm"":200,""terrain"":""F""}}"
amakan-davao-city,"Amakan, Davao City",Land,published,9800000,"Amakan, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,BF; I; Cash,7.142045,125.6035108,"{""internal_id"":""cmiu74j31001suxa4lddejs28"",""availability_raw"":""FS"",""system_status"":""active"",""location_remarks"":""Gilid ng Prestige Subdivision"",""links"":{""media"":"""",""title"":"""",""td"":"""",""sm"":""""},""lot"":{""lot_area_sqm"":1565,""terrain"":""F""}}"
san-miguel-davao-city,"San Miguel, Davao City",Land,published,11500000,"San Miguel, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,BF; I; Cash,7.1715736,125.5997404,"{""internal_id"":""cmiu7705i001tuxa4iskyloya"",""availability_raw"":""FS"",""system_status"":""active"",""location_remarks"":""2nd lot from the corner - Farm lot pa pero warehouse ang neighboorhood"",""links"":{""media"":"""",""title"":"""",""td"":"""",""sm"":""""},""lot"":{""lot_area_sqm"":1000,""terrain"":""F""}}"
punad-village-bypass-road-pare-as-compound-davao-city,"Punad Village Bypass Road, Pareñas Compound, Davao City",Land,published,8085000,"Punad Village Bypass Road, Pareñas Compound, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Commercial,buy,BF,7.1197875,125.635754,"{""internal_id"":""cmiu79ie6001vuxa4a7vy0xzr"",""availability_raw"":""FS"",""system_status"":""active"",""links"":{""media"":""https://drive.google.com/drive/folders/1sDOtiZtB1kyzCEKkLwHZT5VgB6LP2_zb?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/groups/620083160870310/posts/627426000136026/""},""lot"":{""lot_area_sqm"":147,""terrain"":""F""}}"
palosapis-street-nova-tierra-davao-city,"Palosapis Street, Nova Tierra, Davao City",Land,published,20000000,"B26 L4, Palosapis Street, Nova Tierra, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,,7.1142488,125.6386943,"{""internal_id"":""cmiu7cla4001wuxa4sr6b6eg2"",""availability_raw"":""FS"",""system_status"":""active"",""remarks"":""Sold as one"",""transaction_remarks"":""Spot one lot then other lot 6 months no interest | bank "",""links"":{""media"":""https://drive.google.com/drive/folders/1T9PJv2vJ3O0S6Q30ZfZeIotPvi0Nu6hb?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/share/p/1DgP4cqbtd/""},""lot"":{""lot_area_sqm"":664,""terrain"":""F""}}"
sasalit-street-nova-tierra-davao-city,"Sasalit Street, Nova Tierra, Davao City",Land,published,30000000,"Sasalit Street, Nova Tierra, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,BF; I; Cash,7.1142532,125.6394155,"{""internal_id"":""cmiu7ecbi001xuxa4xkqac6fw"",""availability_raw"":""FS"",""system_status"":""active"",""remarks"":""With existing Structures"",""links"":{""media"":"""",""title"":"""",""td"":"""",""sm"":""""},""lot"":{""lot_area_sqm"":810,""terrain"":""F""}}"
palisander-street-northtown-davao-city,"Palisander Street, Northtown, Davao City",Land,published,4100000,"Palisander Street, Northtown, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,BF,7.1351725,125.6020113,"{""internal_id"":""cmiu7g6b1001yuxa427ulzn47"",""availability_raw"":""FS"",""system_status"":""active"",""links"":{""media"":""https://drive.google.com/drive/folders/1oqAJ2HfO5jDrrNWGvpps8U85wk3eqpHt?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/share/p/1FqARXFsHS/""},""lot"":{""lot_area_sqm"":164,""terrain"":""F""}}"
hyacinth-street-northtown-davao-city,"Hyacinth Street, Northtown, Davao City",Land,published,3667500,"Hyacinth Street, Northtown, Tigatto, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,BF,7.1301067,125.6036817,"{""internal_id"":""cmiu7i8pe001zuxa4465pyvfj"",""availability_raw"":""FS"",""system_status"":""active"",""remarks"":""Can be sold seperately"",""links"":{""media"":""https://drive.google.com/drive/folders/10zP_nJvaS355OgGNjK6BzVImyur0fYUB?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/share/p/1J4moxFyrg/""},""lot"":{""lot_area_sqm"":163,""terrain"":""F""}}"
hyacinth-street-northtown-davao-city-2,"Hyacinth Street, Northtown, Davao City",Land,published,4410000,"Hyacinth Street, Northtown, Tigatto, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,BF,7.1299857,125.6035836,"{""internal_id"":""cmiu7jp2h0020uxa4nlaidth0"",""availability_raw"":""FS"",""system_status"":""active"",""remarks"":""Can be sold seperately"",""links"":{""media"":""https://drive.google.com/drive/folders/10zP_nJvaS355OgGNjK6BzVImyur0fYUB?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/share/p/1cUPLckoQ6/""},""lot"":{""lot_area_sqm"":196,""terrain"":""F""}}"
saint-mary-street-mamay-village-davao-city,"Saint Mary Street, Mamay Village, Davao City",Land,published,6000000,"Saint Mary Street, Mamay Village, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,BF,7.1116062,125.6313125,"{""internal_id"":""cmiu7tims0021uxa43odw840x"",""availability_raw"":""FS"",""system_status"":""active"",""links"":{""media"":""https://drive.google.com/drive/folders/10ofAwoqCtitdeZUwpbAawfLYBWwAsXJ9?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/share/p/165DaQzeN6/""},""lot"":{""lot_area_sqm"":150,""terrain"":""F""}}"
communal-road-purok-1-davao-city,"Communal Road, Purok 1, Davao City",Land,published,62000000,"Communal Road, Purok 1, Communal, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Commercial,buy,BF; I; Cash,7.136674,125.6264802,"{""internal_id"":""cmiu7uzaa0022uxa4k74bk4g1"",""availability_raw"":""FS"",""system_status"":""active"",""links"":{""media"":""https://drive.google.com/drive/folders/10pKMuQf2GujTX-QH74bY3Y87JINe7gtg?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/share/p/16ouuj1thS/""},""lot"":{""lot_area_sqm"":3660,""terrain"":""F""}}"
the-harmony-davao-city,"The Harmony, Davao City",Land,published,3943500,"The Harmony, Cabantian, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,Cash; 50% DP 50% staggered 6 months,7.1300425,125.6151439,"{""internal_id"":""cmiu7y4f80023uxa4o3qlpx2b"",""availability_raw"":""FS"",""system_status"":""active"",""remarks"":""with mortgage, negotiable | Frontage: 12.48 meters | Buhi pa tanan tag iya"",""transaction_remarks"":""50% DP 50% staggered 6 months"",""links"":{""media"":""https://drive.google.com/drive/folders/1LfLSiA2pAEVKxPvd9C9z_GKhTTn8MxCg?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://drive.google.com/drive/folders/1LfLSiA2pAEVKxPvd9C9z_GKhTTn8MxCg?usp=drive_link""},""lot"":{""lot_area_sqm"":239,""terrain"":""F""}}"
watermelon-street-ciudad-de-esperanza-3-davao-city,"Watermelon Street, Ciudad de Esperanza 3, Davao City",Land,published,3800000,"Watermelon Street, Ciudad de Esperanza 3, Cabantian, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,BF; I; Cash,7.1290925,125.6308896,"{""internal_id"":""cmiu81bbi0025uxa4q1542817"",""availability_raw"":""FS"",""system_status"":""active"",""links"":{""media"":""https://drive.google.com/drive/folders/1cWuLCxlVdkEEo07HyMyRVDDyDYKmTKEm?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/share/p/14GdtfWHtcX/""},""lot"":{""lot_area_sqm"":240,""terrain"":""F""}}"
carnoustie-avenue-rancho-palos-verdes-davao-city,"Carnoustie Avenue, Rancho Palos Verdes, Davao City",Land,published,5000000,"Carnoustie Avenue, Rancho Palos Verdes, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,BF; I; Cash,7.1692405,125.589808,"{""internal_id"":""cmiu82wnj0026uxa48ay3u7se"",""availability_raw"":""FS"",""system_status"":""active"",""links"":{""media"":""https://drive.google.com/drive/folders/1AvfZK83-6baLtuFkjIoNTA3f3rWzfKrb?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/share/p/1B3tq8HXm7/""},""lot"":{""lot_area_sqm"":200,""terrain"":""F""}}"
palos-verdes-avenue-rancho-palos-verdes-davao-city,"Palos Verdes Avenue, Rancho Palos Verdes, Davao City",Land,published,6318000,"Palos Verdes Avenue, Rancho Palos Verdes, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,Cash,7.1757129,125.5917815,"{""internal_id"":""cmiu841280027uxa4xh3jkon1"",""availability_raw"":""FS"",""system_status"":""active"",""links"":{""media"":""https://drive.google.com/drive/folders/1dxGE1Rg4gPEROCcjZzIBepSvgVbYs98x"",""title"":"""",""td"":"""",""sm"":""""},""lot"":{""lot_area_sqm"":351,""terrain"":""F""}}"
santa-ana-avenue-do-a-pilar-village-davao-city,"Santa Ana Avenue, Doña Pilar Village, Davao City",Land,published,10000000,"Santa Ana Avenue, Doña Pilar Village, Sasa, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Commercial,buy,70-100k monthly income,7.1202663,125.646428,"{""internal_id"":""cmiu8642s0028uxa41o87ya4x"",""availability_raw"":""FS"",""system_status"":""active"",""remarks"":""APT"",""transaction_remarks"":""Negotiable | 70-100k monthly income"",""links"":{""media"":""https://drive.google.com/drive/folders/1DZisoj1mhp-FS97wCd4RAZVGjZwO0-3y?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/share/p/1Ffh2kGAgW/""},""lot"":{""lot_area_sqm"":192,""terrain"":""F""}}"
dagang-street-nova-tierra-davao-city,"Dagang Street, Nova Tierra, Davao City",Land,published,10000000,"Dagang Street, Nova Tierra, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Commercial,buy,70-100k monthly income,7.1129761,125.637871,"{""internal_id"":""cmiu885zf0029uxa4aqzhnw73"",""availability_raw"":""FS"",""system_status"":""active"",""remarks"":""APT"",""transaction_remarks"":""Negotiable | 70-100k monthly income"",""links"":{""media"":""https://drive.google.com/drive/folders/1GH1R08lIG6wTUexKqQXvp2uMAebS7Quv?usp=drive_link"",""title"":"""",""td"":"""",""sm"":""""},""lot"":{""lot_area_sqm"":300,""terrain"":""F""}}"
hyacinth-street-aspen-heights-subdivision-davao-city,"Hyacinth Street, Aspen Heights Subdivision, Davao City",Land,published,1600000,"Hyacinth Street, Aspen Heights Subdivision, Communal, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,BF; I; Cash,7.1415992,125.6277503,"{""internal_id"":""cmiu8c2ix002buxa42egatdiv"",""availability_raw"":""FS"",""system_status"":""active"",""transaction_remarks"":""Last Price 1.55M"",""links"":{""media"":""https://drive.google.com/drive/folders/1CBkMTRcuWggu0n0deaVR6hWCdlGfyERS?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/share/p/1EMb2wg6hB/""},""lot"":{""lot_area_sqm"":100,""terrain"":""F""}}"
raffia-drive-las-palmas-verdes-davao-city,"Raffia Drive, Las Palmas Verdes, Davao City",Land,published,5000000,"Raffia Drive, Las Palmas Verdes, Buhangin District, Davao City, Davao Region, 8000, Philippines",Davao City,Davao City,Davao Region,Buhangin District,Residential,buy,BF; I; Cash,7.149905,125.589504,"{""internal_id"":""cmiu8do20002cuxa4opve307d"",""availability_raw"":""FS"",""system_status"":""active"",""remarks"":""No picture on site"",""links"":{""media"":""https://drive.google.com/drive/folders/1tU6pMQO2NtmoPONN6wD0iHrh0aZJ-I1A?usp=drive_link"",""title"":"""",""td"":"""",""sm"":"""",""fbg"":""https://www.facebook.com/share/p/1Y6cod3ER8/""},""lot"":{""lot_area_sqm"":300,""terrain"":""F""}}"
